name,geometry_resto
,POINT (439899.41551741766 4476486.151163238)
Pizza Delizia,POINT (445229.3422091872 4480550.603783443)
100 Montaditos,POINT (445663.77251082053 4480091.622344601)
Puccias Libertad,POINT (440832.1934566951 4474689.697693104)
Taberna El Sur,POINT (440648.18511900224 4473622.315073013)
El Invernadero Rodrigo de la Calle,POINT (440725.47474420595 4477339.42987772)
Pizzeria Carlos,POINT (445394.1285636296 4480054.26671072)
Pollos a la Brasa Pinar del Rey,POINT (445384.15536539024 4480051.486631594)
Annapurna Tandoori,POINT (445429.51869531587 4480065.264584124)
Inshirah sushi,POINT (445373.45121478674 4480047.291021038)
Telechino feliz,POINT (444969.3576795503 4480718.1775518)
True sushi,POINT (441235.1777571081 4480036.361514001)
Naked & Sated,POINT (441443.6377737574 4479415.029331652)
Castelnuovo,POINT (441375.63156156323 4479259.2413131725)
Bar EL RINCON,POINT (441885.95241393225 4482445.768383471)
Estilo Poke,POINT (442732.81285475456 4476514.8754046485)
Los Castaños II,POINT (441316.7603645715 4470858.232275394)
2 Arcos,POINT (447079.2259308529 4470257.780250677)
Hermanos Arnanz,POINT (447090.661588088 4470212.187945092)
El Mundo,POINT (447128.8381899495 4470204.059869543)
La Orquídea,POINT (447156.7942727128 4470185.081125757)
100 Montaditos,POINT (447299.01623004104 4469898.3568960475)
La Choza de David,POINT (447243.2204102441 4470145.322091028)
El Rincón de Tony,POINT (447245.6590452475 4470160.146198227)
El Campanario,POINT (447269.08587299695 4470174.27892602)
La Freiduría,POINT (447264.54160389095 4469871.7804099815)
Saku,POINT (440473.65268241905 4475948.000626885)
La testarruda,POINT (439886.70388899045 4473582.912624162)
Chow Fan,POINT (438011.4307275366 4471313.468342651)
El Jalapeño,POINT (441789.23857875896 4479249.863529874)
Doble R,POINT (445519.8626236989 4470653.34447576)
María Bonita Río Tacobar,POINT (439832.96484154987 4472257.204193079)
Grosso Napoletano Gluten Free,POINT (440990.9249969354 4475142.907284481)
La Martinuca Mercado San Leopoldo,POINT (441491.3327717546 4480083.419592763)
Vermont,POINT (442982.28096112015 4472801.754615495)
Tiki Taco,POINT (439393.240446171 4475462.080384948)
La Buena Guarda,POINT (440782.869275468 4473910.088912302)
Gofio,POINT (440760.4815800225 4473927.760375385)
Bodega de los Secretos,POINT (441049.29311137303 4473573.260987724)
Grosso Napoletano,POINT (441564.4408015237 4480952.224810071)
Healthy Hunters,POINT (441597.5734511647 4480980.017662752)
Petit Appetit,POINT (441594.97169510846 4480883.461500835)
Makan Saj,POINT (441592.0272685783 4480952.575518325)
Sibuya,POINT (441586.1027488423 4481060.154698908)
Lateral,POINT (441598.2034877739 4481116.096790033)
Kanbun,POINT (441559.39735865634 4480929.474376642)
Secrets by Farga,POINT (441555.8252474748 4480911.685586135)
Ornella,POINT (441595.020114679 4481101.3909517415)
Urban Grill,POINT (451598.3438487241 4479314.101069245)
El Buti,POINT (439691.247215202 4474226.567220579)
O&OY,POINT (453133.2538088809 4473057.696236995)
Jardín Cañaveral,POINT (453294.3337073648 4472883.248929922)
Anauco,POINT (453131.74545074895 4473263.0505405115)
La Taberna de Lezo,POINT (453131.86323830107 4473144.764753033)
Con Sazón,POINT (453137.9433778097 4473134.636564973)
Gloria Bendita Madrid,POINT (439768.1338943669 4474185.353944356)
,POINT (442976.7616927549 4475373.791364989)
Su SuShi,POINT (441718.8813371223 4472444.368542221)
Tang Chu,POINT (439434.3010674569 4474856.604714305)
Calle Mayor,POINT (436703.1481063786 4469015.067801067)
Solo de Croquetas,POINT (440073.61274963635 4477590.098617003)
La Taberna de Peñalver,POINT (442765.9979584286 4476111.247069985)
Brasa Tía Mariama,POINT (452050.3795205228 4472772.902040402)
La oveja negra,POINT (447238.2016232055 4469594.244556414)
Amor D Madre,POINT (446820.53817078494 4469519.610466839)
Cafetería Correos,POINT (446100.03592544247 4469767.769835605)
La Vaca Argentina,POINT (442256.68526432285 4475429.823851747)
El Hombre Pez,POINT (442061.5199740916 4476201.781271715)
D' 'Netto,POINT (438200.1776471924 4471046.738781423)
El Sexto Sol,POINT (438051.41434729495 4470971.748093278)
Charrua Nadrid,POINT (441129.4002820554 4474866.3667230485)
StreetXo,POINT (441663.9259922616 4475706.358198515)
Derzu,POINT (449853.7462138064 4479240.778071043)
¡No Q No?,POINT (449816.9306608374 4479251.925502108)
Lola Gastrobar,POINT (449775.3512842668 4479224.053499829)
Barra Cruda,POINT (449840.48827589315 4479262.668294896)
El Asturiano,POINT (445614.23144515214 4471499.414643903)
Pure & Bowl,POINT (442379.2724070525 4471628.647899359)
Vips,POINT (442450.3250722108 4471611.551664238)
500° Crust,POINT (442361.2669373002 4471711.030245189)
Tao 369,POINT (442352.82101764326 4471724.149391853)
El paraíso del desierto,POINT (442986.53111739527 4472909.8640080495)
La Bella Caracas,POINT (441776.31683721795 4480472.519662372)
Hijo del Maíz,POINT (441783.1573165607 4480424.47797795)
Fortunata,POINT (440813.3226092515 4472470.507519246)
Pop Tapas,POINT (443371.5715559818 4476477.728180732)
Valle del Oro,POINT (441322.06852250843 4469925.809795487)
La Carnaza,POINT (442160.2926789357 4474933.070348743)
Salad Var,POINT (441881.3301623557 4480620.330895717)
Foster's Hollywood,POINT (437230.37050641264 4468357.180331885)
El Rincón Guanako,POINT (440377.1341412048 4470368.331373334)
Hello Sushi,POINT (440748.93481581623 4477651.584842658)
Foster's Hollywood,POINT (435167.8530952439 4470974.335655426)
Restaurante Miso,POINT (439469.49200737325 4472939.532775914)
La Tavernetta,POINT (441120.49977144744 4475285.242116966)
Or-Dago,POINT (443858.41490206844 4475410.227368056)
Don Manolo,POINT (442912.51219756156 4472202.300023512)
Mirage,POINT (450573.03136625513 4477652.822098752)
Cachivache Taberna,POINT (442502.9461405291 4478443.666024816)
La Bulla,POINT (440863.1563273159 4477433.041600401)
Saluteria Velázquez,POINT (441921.2606858899 4474815.3205173155)
Restaurante Arcade,POINT (439608.3289783389 4474086.622376183)
Fatigas del querer,POINT (440471.31731277297 4474118.9726338545)
La Celadilla,POINT (440645.4003887525 4477889.8267891435)
MU! El Placer de la Carne,POINT (440270.51193414105 4474555.660266552)
,POINT (439973.43475082784 4473632.04870878)
Pajarracos,POINT (445099.52952954645 4470669.084010058)
El Calamar,POINT (439884.5543967134 4473984.740663431)
Guang Zhou,POINT (434700.9628559235 4470047.806701291)
Cachivache Taberna Montecarmelo,POINT (441099.752821126 4484102.153584448)
Urban Poke,POINT (441092.5318552892 4484091.187389207)
Totale,POINT (441086.589417574 4484082.253671915)
Cuadrilla Montecarmelo,POINT (441133.2563304185 4484217.260370193)
Toc Toc Noodles,POINT (440753.1322433106 4477424.25354404)
El Cañeo,POINT (450238.88566412707 4478698.735024067)
padthaiwok.,POINT (442754.67128005286 4477189.749426195)
Restaurante Atxuri,POINT (440754.21614872536 4473292.598035502)
Alright,POINT (441707.8243133231 4476476.08019194)
Yum House,POINT (439696.183257667 4474908.686816076)
La Florería,POINT (440709.6310995238 4476829.267162371)
Cómete México,POINT (440390.06099931005 4477084.855098657)
Couzapin,POINT (442719.93371508067 4474535.555957391)
Taberna Ramiro,POINT (442837.6968162393 4474506.017506953)
Cafetería La Estrella,POINT (446218.01832662045 4472533.944223783)
Beefcious,POINT (452051.2716615426 4472580.594070147)
Bar La Isla de Vallecas,POINT (443705.97209761356 4471854.252229522)
La Morucha,POINT (441040.7944977346 4484200.838492803)
Grosso napolitano,POINT (442105.20120696124 4472048.216757104)
Vegicano,POINT (438416.0608337125 4473837.185848309)
El comedor de La TraMoya,POINT (438410.788673614 4473844.056088119)
Ciento Ochenta° de La TraMoya,POINT (438411.02174975467 4473847.6397026675)
Uemura,POINT (443268.948046999 4477758.585062587)
Casa Tony,POINT (440469.43606847874 4474118.199424512)
Comidas CITHE,POINT (441272.559209745 4468779.587861398)
Il Boccone,POINT (441716.87007581844 4472275.066866784)
Restaurante Mavera Mavera Bar&Restaurante,POINT (440846.98415306525 4479066.839720478)
Marisquería Melgar,POINT (439378.8386524461 4472092.418885108)
picoTea masquetapas,POINT (441557.35898859275 4471552.216573899)
,POINT (440491.5669316537 4477799.1670243535)
Cardo&Olivo,POINT (439596.8669106442 4471923.5401119115)
Casa PEI+,POINT (441094.50038991286 4476871.543821592)
Felicidades,POINT (439478.17767129326 4471954.490553838)
100 Montaditos,POINT (439693.4948427079 4471862.519625182)
La Quedá,POINT (439660.7327110229 4471883.441324359)
Bar Restaurante Salino,POINT (442408.5477558202 4474537.453312476)
Mesón Restaurante,POINT (439771.24757324794 4471811.942201518)
La Máquina,POINT (441590.34152131854 4481079.747721853)
Restaurante Mirasol,POINT (439488.76435906603 4481600.140122585)
Las Gaviotas,POINT (439810.35960507824 4475126.541492518)
Restaurante,POINT (441288.2152657735 4476099.525201469)
Matteo Cucina Italiana,POINT (441833.7408153006 4475370.520276632)
Restaurante La Bistroteca,POINT (442433.8392229909 4475069.955298601)
Suchil 15,POINT (439991.8198468202 4475943.063263819)
Restaurante CEX,POINT (445662.04070347594 4469637.355510553)
Patacones de mi tierra,POINT (445317.7147669464 4476556.5707631195)
Vicio,POINT (440388.4374423147 4475431.963379177)
Lanzhou Beef Noodles,POINT (440255.47971817467 4474701.709469322)
Restaurante Amazonas Madrid,POINT (435802.613931324 4469573.951086334)
Shenxien,POINT (441653.95175704977 4480487.459783537)
Restaurante La Toledana,POINT (441833.49433845264 4483245.742609748)
Restaurante Pollo y Carbón,POINT (441181.1661614656 4482895.143998843)
LaLaPizza,POINT (441238.1964245301 4482839.602338341)
La Parrilla de la Reina,POINT (440738.7692574159 4474558.948413907)
Osadía,POINT (440683.0387793999 4474581.690412166)
Arepa's,POINT (439021.3438710453 4476337.236980793)
Cafetería Geografía e Historia,POINT (437682.28849724174 4477865.69967932)
Cafetería Multiusos,POINT (437878.3345255001 4477962.124117276)
Oven Mozzarella,POINT (440805.6200489344 4474533.710176576)
Restaurante Mezcal,POINT (442120.87428796815 4472923.409970737)
Zenith,POINT (440263.964583719 4474735.8874205025)
Donde Taty,POINT (440989.3666726472 4477361.745383269)
De Las Águilas,POINT (434861.42684398906 4470615.825761067)
La Brasserie,POINT (434852.6503211737 4470613.970401037)
Bar El Murciano,POINT (445089.6631380877 4470302.019309544)
Casa Florencio,POINT (445436.06643400865 4480509.763805853)
Restaurante Conduma,POINT (445590.4761274392 4480462.649442721)
La Canción del Pirata,POINT (445191.04219393944 4479984.651861706)
Barrio,POINT (445298.29447829 4479964.785122669)
Xiao Man,POINT (439842.3323114526 4474570.3069450315)
Restaurante La Nobia,POINT (440619.1458083281 4473261.885202719)
La oveja negra,POINT (444875.1967134871 4470324.482299555)
Sushi lamd,POINT (444944.65571445704 4470348.127154825)
Just Italia,POINT (440114.29088401434 4475727.529206973)
Focacciamo,POINT (439971.0154476905 4474957.499479619)
BE BANH MI - ES VIETNAM,POINT (439966.7080312758 4474935.543522823)
Twenty Nine's,POINT (439910.91921881464 4474787.407902616)
Sandó,POINT (439877.21584805736 4474684.142087641)
Tiflis,POINT (440137.52643648133 4475764.830594359)
Piantao,POINT (440897.4719393437 4475462.499126274)
La Manduca de Azagra,POINT (440639.6726642888 4475535.625409598)
La Prensa,POINT (440625.9918199064 4475540.196260532)
Junk Burger,POINT (440462.45161591034 4475584.486693634)
Tilda,POINT (439998.32284397446 4475161.822055944)
Level,POINT (439923.5537047956 4474701.909085336)
Restaurante La Cuchara,POINT (439640.7917712063 4475899.714851896)
Korea Bbq,POINT (439780.6672719614 4470481.123956413)
La Falda,POINT (440532.0243652599 4473214.83169652)
Eurotaco,POINT (440285.51382515987 4476494.541862505)
Cocina Fusión,POINT (452036.43238016224 4472594.309056574)
Bonjuk,POINT (442804.7570897981 4475144.753297225)
Juancho’s BBQ,POINT (442776.4804613504 4475136.787985596)
100 Montaditos,POINT (445730.18890838145 4480034.604922892)
La Tagliatela,POINT (440328.65998149686 4475837.203422509)
Restaurante Alborada,POINT (449799.39656861953 4468544.941056205)
El Ricón De La Tortilla Bar & Café,POINT (450174.3642721174 4468124.206835583)
Con Un Par,POINT (449970.76910301996 4467932.525765763)
Restaurante El Tanque,POINT (449578.1070153121 4467934.451775236)
Caprichos J.J.,POINT (439285.5436646049 4476231.177396457)
El Parque,POINT (439264.4675399124 4476232.513793348)
Sugui Sushi,POINT (439128.2998801427 4472182.986383112)
María Bonita Imperial,POINT (439294.9100437766 4472526.478275542)
Los Arroces de Segis 2,POINT (441210.2154961355 4479304.164551151)
Tambo,POINT (440821.25216947886 4473835.578080121)
Miss Sussi,POINT (442356.1089793051 4471606.380484038)
Pan Chiatto,POINT (441345.4794299862 4483634.697774103)
Bar Madrid,POINT (444695.3886737516 4470067.774415833)
Alma Cheli Matadero,POINT (440851.4301646353 4471616.192732481)
Gracias Padre (extension),POINT (442623.02495176473 4475717.524527887)
Le Coq,POINT (442576.086011482 4475684.926321982)
Tragabuches,POINT (442429.4667531053 4475694.543286178)
Rocacho Plaza,POINT (442405.97975266364 4475695.889330883)
Ginos,POINT (442097.98512059805 4475758.317290218)
Fisher's,POINT (441961.97827006126 4475354.828840163)
Kuikku,POINT (441975.68917265465 4475540.258725953)
Fratelli Figurato,POINT (440594.3483214181 4475482.179584333)
Restaurante La Figal,POINT (439257.5391738792 4475689.644746053)
Ablanedo,POINT (439108.04267559014 4475605.837615801)
Tabernícola,POINT (439067.2578236879 4475583.05742706)
Nippon,POINT (439028.15488017316 4475561.629160595)
Colibrí,POINT (436099.5655176168 4470860.388360278)
Kabuki Madrid,POINT (441860.55459086574 4475101.299382901)
El Caldero,POINT (442218.5793847963 4472658.773531795)
La Casona,POINT (441210.2509265289 4473080.939174317)
La Matriarca,POINT (441255.1552063236 4473077.368134815)
Bistró,POINT (441247.7283329777 4473077.137695694)
Restaurante Gómez,POINT (443477.18847939244 4475936.985799691)
New Bombay Palace,POINT (442998.08396682306 4472924.839664581)
Pollo y Carbón,POINT (443005.84983304667 4472933.938614089)
,POINT (443016.7576035804 4475689.232922988)
Carthago,POINT (441094.9954727661 4479076.528641011)
La Bahia,POINT (441002.0340376556 4479109.1087348135)
Sabor Gaucho,POINT (441121.5037751735 4479063.964983855)
Claroscuro,POINT (441948.4793995725 4475143.1776839895)
Fame Napoletana Pizzeria,POINT (441316.9040058753 4484497.79887669)
Mediterráneo,POINT (443019.35420834925 4473108.614427738)
Sumo Grill,POINT (442730.7269126488 4476256.413100807)
Steak Lovers Restaurante,POINT (446754.72752096475 4472942.197864046)
La Albacería,POINT (440580.08686137805 4474093.910377786)
Ramen Artesano,POINT (440592.3558598074 4474115.348416054)
Redux,POINT (439436.5410376092 4476599.997972369)
Tierra,POINT (441358.9985237645 4478686.952074157)
La Mordida,POINT (442824.30933921377 4473888.626943032)
El rincón de los cuates,POINT (447089.39345471305 4471906.799248269)
Boulevar 10,POINT (447011.3692294697 4472073.301568144)
La Terraza de Monty's,POINT (448032.97544195707 4476430.201482775)
Pipa & co,POINT (442591.98582838924 4475559.089934086)
Mercado de San Isidro,POINT (436244.6070471789 4473752.231171777)
Mexcalista,POINT (440730.0958936877 4473993.050293356)
De Hogao,POINT (446997.80646976706 4471723.577967549)
O Boteco Brasil,POINT (439887.5899215224 4476880.199382041)
La Capricciosa,POINT (439957.7235707833 4473607.04259818)
Vips,POINT (443405.1633506563 4472061.242480297)
Restaurante-Cervecería Casa Ricardo,POINT (442061.6247749422 4472949.687407568)
Sonko Gastro Bar,POINT (438383.98642045 4473916.5641174195)
Frutas Prohibidas,POINT (439740.9637009414 4475440.871394121)
NAP,POINT (442537.78048871516 4475064.606444852)
Bombay Blue,POINT (440443.9826156921 4473029.583546723)
Restaurante La Tomata,POINT (440570.5313207704 4475615.265733458)
Tagomago,POINT (441451.09897085885 4474649.48254445)
La Badila,POINT (443027.96980801894 4477056.4560846565)
Washoku,POINT (439931.924420176 4476172.683923082)
Dionisos Greek Restaurant,POINT (440538.33298326953 4476224.926568951)
Jin Yun Shao Bing,POINT (440083.0564414529 4470594.128125254)
El Taller Gourmet,POINT (444413.2395723513 4469999.403597352)
Anaur,POINT (440479.03335638216 4475998.532617146)
Antoñita,POINT (440440.0936314093 4475986.165054935)
Mediterráneo,POINT (449976.3421395017 4466296.30606719)
Mudrá Plant Based Food,POINT (441480.56462876796 4474807.1479369)
1407 Madrid,POINT (439347.68085377204 4476695.86124404)
Oliver,POINT (439341.4627522344 4476616.130631099)
Bar Restaurante La Casa del Chicharrón y el Bofe,POINT (440229.53895075823 4477839.7622452)
Restaurante Aroma Latino,POINT (440258.19584829797 4478081.240843087)
Brasa Sabor Perú,POINT (440257.53957272205 4478064.883601773)
La esquina criolla,POINT (440354.68635252473 4478519.161459589)
Takeria olmeka,POINT (446600.99207073846 4469072.623349164)
Lar Piñeiro,POINT (443627.95124519034 4475198.814936857)
Samber,POINT (443605.47064845456 4475284.52520549)
Ático Restaurante & Terraza,POINT (440852.4892148131 4474525.447662199)
La Terraza Restaurante,POINT (440854.8671109979 4474536.496250764)
Casa Manolo,POINT (439325.9537947168 4476622.949965239)
Sushi Sensei Buffet Libre,POINT (440008.7182014672 4473925.001442657)
In-Pulso Restaurante,POINT (442276.2803241477 4471549.537680528)
